Processing Log
Slice64: 0.006448788863078185
Slice128: 0.0029628442148476133
Voxel64: 0.006333471383181073
Voxel128: 0.0003916633016107138

night_stand: night_stand_0041
Slice64: 0.005780935226492766
Slice128: 0.00551179470813662
Voxel64: 0.007234161769663457
Voxel128: 0.006310431645699328

night_stand: night_stand_0030
Slice64: 0.005323349915744116
Slice128: 0.0032600202725733196
Voxel64: 1.8911781975000603e-05
Voxel128: 1.0304084912763486e-05

night_stand: night_stand_0023
Slice64: 0.00765701715618822
Slice128: 0.005712004959058453
Voxel64: 4.022156314163614e-06
Voxel128: 4.022156314163614e-06

night_stand: night_stand_0173
Slice64: 0.005899352380736815
Slice128: 0.0031381258624838854
Voxel64: 0.005765103814814104
Voxel128: 0.001980525883519546

night_stand: night_stand_0003
Slice64: 0.00749283506521403
Slice128: 0.004203323991109198
Voxel64: 0.06333004647717301
Voxel128: 0.018635931257013873

night_stand: night_stand_0068
Slice64: 0.002258264301848912
Slice128: 0.0011145829690958578
Voxel64: 1.0020242081086653e-08
Voxel128: 1.0020242081086653e-08

night_stand: night_stand_0135
Slice64: 0.0059000552235300395
Slice128: 0.002531397865620076
Voxel64: 0.005427776000096321
Voxel128: 0.0024871828675703386

night_stand: night_stand_0110
Slice64: 0.009769318933859041
Slice128: 0.0041200484793252595
Voxel64: 0.00955128721585777
Voxel128: 0.003978344751367

night_stand: night_stand_0108
Slice64: 0.019954365373418673
Slice128: 0.0031733190663864514
Voxel64: 0.0034528806276859928
Voxel128: 1.3694186961450447e-08

night_stand: night_stand_0147
Slice64: 0.00699737885664059
Slice128: 0.009566066586580706
Voxel64: 0.01299062186700721
Voxel128: 0.012381322289171267

night_stand: night_stand_0054
Slice64: 0.005636283489405034
Slice128: 0.004103291220746814
Voxel64: 0.005550282427492489
Voxel128: 0.0026077437956823634

night_stand: night_stand_0141
Slice64: 0.022714822883628347
Slice128: 0.0025939578049862235
Voxel64: 0.008739397079647606
Voxel128: 1.1546272504427778e-08

night_stand: night_stand_0166
Slice64: 0.015762187872843295
Slice128: 0.011426164204182595
Voxel64: 0.011816420044464796
Voxel128: 0.005501426880908094

night_stand: night_stand_0176
Slice64: 0.006577555191807431
Slice128: 0.0058645725025254095
Voxel64: 0.0002410765039875871
Voxel128: 0.0003950276153551254

night_stand: night_stand_0122
Slice64: 0.006796936060047979
Slice128: 0.004924757401623701
Voxel64: 0.004618618064023302
Voxel128: 0.004375320968638266

night_stand: night_stand_0033
Slice64: 0.0061994515513279815
Slice128: 0.002792015434979928
Voxel64: 0.014605486890581594
Voxel128: 0.00815370518960198

night_stand: night_stand_0158
Slice64: 0.011012429124918613
Slice128: 0.006516157166263469
Voxel64: 0.03220552875392614
Voxel128: 0.017936382427065394

night_stand: night_stand_0125
Slice64: 0.008770123606210909
Slice128: 0.004412038012943082
Voxel64: 0.007394616783538008
Voxel128: 0.006149423264118487

night_stand: night_stand_0109
Slice64: 0.007203052545215134
Slice128: 0.005174605385128387
Voxel64: 0.057890900552947
Voxel128: 0.04854647386460725

night_stand: night_stand_0185
Slice64: 0.00813336277736092
Slice128: 0.0034188331746141834
Voxel64: 0.018464047024425626
Voxel128: 0.0037785258673504103

night_stand: night_stand_0011
Slice64: 0.005834906475687228
Slice128: 0.003052325797516235
Voxel64: 0.01022752335066059
Voxel128: 0.006771950851499397

night_stand: night_stand_0175
Slice64: 0.00716164699364136
Slice128: 0.0032734766513989495
Voxel64: 0.001954475109919853
Voxel128: 0.0007071775108077223

night_stand: night_stand_0009
Slice64: 0.008510171929035902
Slice128: 0.0036121816562109336
Voxel64: 0.014110586485102718
Voxel128: 0.011649325945184825

night_stand: night_stand_0006
Slice64: 0.008171580219707283
Slice128: 0.010093373964445776
Voxel64: 0.014920462002387636
Voxel128: 0.019053075852732308

night_stand: night_stand_0039
Slice64: 0.027951733950577984
Slice128: 0.002393954406148144
Voxel64: 0.02096857525893521
Voxel128: 0.0027022102753039515

night_stand: night_stand_0178
Slice64: 0.011078665975418907
Slice128: 0.008339661174767567
Voxel64: 3.6438704918004875e-07
Voxel128: 0.0011067121601108108

night_stand: night_stand_0172
Slice64: 0.011573290175042817
Slice128: 0.005412561074030844
Voxel64: 0.04618956878710987
Voxel128: 0.011999512943085397

night_stand: night_stand_0132
Slice64: 0.013587586257122038
Slice128: 0.006884757210459945
Voxel64: 0.02231197208137671
Voxel128: 0.01697652096358681

night_stand: night_stand_0098
Slice64: 0.008119491088249307
Slice128: 0.0035752070663696
Voxel64: 0.0223175774959632
Voxel128: 0.011738656301812613

night_stand: night_stand_0012
Slice64: 0.007031646182278778
Slice128: 0.003351251193279214
Voxel64: 0.004679789882969199
Voxel128: 0.002605162477350014

night_stand: night_stand_0062
Slice64: 0.029511365608613643
Slice128: 0.02383062636895556
Voxel64: 0.00705354319025149
Voxel128: 0.004728721836826347

night_stand: night_stand_0067
Slice64: 0.0022817326748719104
Slice128: 0.028388282999085735
Voxel64: 1.3686212308744441e-08
Voxel128: 0.04964210283449309

night_stand: night_stand_0192
Slice64: 0.0004981154949598309
Slice128: 0.0006425857209971755
Voxel64: 1.611176714194664e-08
Voxel128: 1.611176714194664e-08

night_stand: night_stand_0116
Slice64: 0.015982002847877857
Slice128: 0.012128929105196
Voxel64: 0.007822914469058247
Voxel128: 0.006934859261917038

night_stand: night_stand_0072
Slice64: 0.005059031165582366
Slice128: 0.002442713854991097
Voxel64: 0.003163456203752065
Voxel128: 0.0009131948607930227

night_stand: night_stand_0045
Slice64: 0.005547423103594718
Slice128: 0.0034755817651978484
Voxel64: 0.0060290942792750254
Voxel128: 0.003366526042165901

night_stand: night_stand_0164
Slice64: 0.005179654769298505
Slice128: 0.0037319426821394172
Voxel64: 6.571401011530476e-09
Voxel128: 6.571401011530476e-09

night_stand: night_stand_0145
Slice64: 0.009813884712121499
Slice128: 0.007108578190436977
Voxel64: 0.010618486324268855
Voxel128: 0.005682826841361993

night_stand: night_stand_0157
Slice64: 0.022825379445961247
Slice128: 0.006477699331404185
Voxel64: 0.0052843329139436925
Voxel128: 1.3333326869844568e-08

night_stand: night_stand_0146
Slice64: 0.006197840493377288
Slice128: 0.0031706607038059476
Voxel64: 0.015424633648008595
Voxel128: 0.002275045353264042

night_stand: night_stand_0063
Slice64: 0.025939015225527173
Slice128: 0.003780015784933135
Voxel64: 0.002602403936304473
Voxel128: 1.1529830561845634e-08

night_stand: night_stand_0140
Slice64: 0.013845191679579719
Slice128: 0.008829822886110944
Voxel64: 0.07857076775083342
Voxel128: 0.07614435985434778

night_stand: night_stand_0075
Slice64: 0.007473316410563524
Slice128: 0.0038458504391211752
Voxel64: 0.011312097065133305
Voxel128: 0.0016962795425536736

night_stand: night_stand_0020
Slice64: 0.012612054077810889
Slice128: 0.002917518609376611
Voxel64: 0.009592461858660771
Voxel128: 1.3083292940568644e-08

night_stand: night_stand_0184
Slice64: 0.0070967919277555086
Slice128: 0.003520379935809586
Voxel64: 0.009011876271978426
Voxel128: 0.0028075308355785776

night_stand: night_stand_0042
Slice64: 0.006218743447022791
Slice128: 0.0036326919887030183
Voxel64: 0.004647245174685454
Voxel128: 0.0030041911340295963

night_stand: night_stand_0081
Slice64: 0.007577057567135364
Slice128: 0.004453167199601831
Voxel64: 0.007714156424371688
Voxel128: 0.004227268224516908

night_stand: night_stand_0134
Slice64: 0.006448788863078185
Slice128: 0.002962844214847613
Voxel64: 0.003418279119766675
Voxel128: 0.0003988218973680523

night_stand: night_stand_0168
Slice64: 0.012651202550587475
Slice128: 0.017683756760375664
Voxel64: 0.0014659185202744087
Voxel128: 0.009517504754357262

night_stand: night_stand_0156
Slice64: 0.005582930481302371
Slice128: 0.005142988257989834
Voxel64: 7.831378494822484e-06
Voxel128: 7.831378494822484e-06

night_stand: night_stand_0018
Slice64: 0.008531403614099592
Slice128: 0.0051675672228707215
Voxel64: 0.032531495110252884
Voxel128: 0.007800670513655329

night_stand: night_stand_0050
Slice64: 0.011701888997544183
Slice128: 0.004127546995659185
Voxel64: 9.705328888659773e-09
Voxel128: 9.705328888659773e-09

night_stand: night_stand_0117
Slice64: 0.013766598458095206
Slice128: 0.014928341759366255
Voxel64: 0.0057249926588740065
Voxel128: 0.006521605725261287

night_stand: night_stand_0153
Slice64: 0.01916170140920561
Slice128: 0.0019130303591332859
Voxel64: 1.0306348466136893e-08
Voxel128: 1.0306348466136893e-08

night_stand: night_stand_0100
Slice64: 0.0074390886723152165
Slice128: 0.004406529373513995
Voxel64: 0.0046116942754086485
Voxel128: 0.0022625192345697045

night_stand: night_stand_0105
Slice64: 0.0060622204692589825
Slice128: 0.008861937200670085
Voxel64: 0.008425726058098899
Voxel128: 0.007182251764540179

night_stand: night_stand_0183
Slice64: 0.00726777331280701
Slice128: 0.004045332962629612
Voxel64: 0.020551357644119327
Voxel128: 0.01022992029339228

night_stand: night_stand_0131
Slice64: 0.00685333022654943
Slice128: 0.0031861516284310324
Voxel64: 0.005084664517831216
Voxel128: 0.003079481942939316

night_stand: night_stand_0087
Slice64: 0.006530426757624955
Slice128: 0.004804408477940045
Voxel64: 0.015037693529888348
Voxel128: 0.014839276730899116

night_stand: night_stand_0077
Slice64: 0.004483259571705978
Slice128: 0.003128588121180032
Voxel64: 1.0285770325482758e-08
Voxel128: 1.0285770325482758e-08

night_stand: night_stand_0101
Slice64: 0.006959509221452974
Slice128: 0.004126522323348407
Voxel64: 0.017244340728780658
Voxel128: 0.0140126924028513

night_stand: night_stand_0115
Slice64: 0.004605565449888644
Slice128: 0.002441335650704467
Voxel64: 1.4578203202534518e-08
Voxel128: 1.4578203202534518e-08

night_stand: night_stand_0043
Slice64: 0.00710346645136519
Slice128: 0.003551127065790084
Voxel64: 0.04358229015905568
Voxel128: 0.035703159179242515

night_stand: night_stand_0107
Slice64: 0.010819877817579208
Slice128: 0.0064495948908290706
Voxel64: 0.007365178291281899
Voxel128: 0.0054399928327050805

night_stand: night_stand_0037
Slice64: 0.0075693532042878
Slice128: 0.005837568823306451
Voxel64: 0.006387439213246507
Voxel128: 0.004034926778266111

night_stand: night_stand_0103
Slice64: 0.013764958039447378
Slice128: 0.0035446970396651573
Voxel64: 0.04733615902139087
Voxel128: 0.0017636799422525125

night_stand: night_stand_0111
Slice64: 0.007202545881587874
Slice128: 0.005085714940634612
Voxel64: 0.00763570218008268
Voxel128: 0.0064170075611691

night_stand: night_stand_0052
Slice64: 0.010167667514773965
Slice128: 0.007038030929499898
Voxel64: 0.008590231790255145
Voxel128: 0.005627119089056621

night_stand: night_stand_0179
Slice64: 0.006416477133654445
Slice128: 0.005920848438928522
Voxel64: 0.052615152712039134
Voxel128: 0.02174648256187305

night_stand: night_stand_0096
Slice64: 0.004660655184302162
Slice128: 0.0031366793696244507
Voxel64: 8.715808555760135e-09
Voxel128: 8.715808555760135e-09

night_stand: night_stand_0090
Slice64: 0.0039531211567225034
Slice128: 0.0023372123802186656
Voxel64: 0.0016432982258079505
Voxel128: 5.584721002999638e-07

night_stand: night_stand_0198
Slice64: 0.007232704047782248
Slice128: 0.003284984910002576
Voxel64: 0.010204967125029754
Voxel128: 1.328573834322575e-08

night_stand: night_stand_0204
Slice64: 0.006217985002464714
Slice128: 0.003922275003842401
Voxel64: 0.006795235376953413
Voxel128: 0.0022598512504545137

night_stand: night_stand_0254
Slice64: 0.02681509397668168
Slice128: 0.004199101310375719
Voxel64: 0.009203512442282187
Voxel128: 1.0510876907849168e-08

night_stand: night_stand_0248
Slice64: 0.005321408981017021
Slice128: 0.003209448577855277
Voxel64: 0.019422538078305823
Voxel128: 0.005448604378351403

night_stand: night_stand_0259
Slice64: 0.006220298280333425
Slice128: 0.004898236652198697
Voxel64: 0.004468274829463691
Voxel128: 0.00402990677870753

night_stand: night_stand_0226
Slice64: 0.00673709255783357
Slice128: 0.00556214156229092
Voxel64: 1.2728699161772575e-08
Voxel128: 1.2728699161772575e-08

night_stand: night_stand_0211
Slice64: 0.007084403718767466
Slice128: 0.0052564880215048675
Voxel64: 0.004434562090620706
Voxel128: 0.00129375790979315

night_stand: night_stand_0270
Slice64: 0.014226528313317072
Slice128: 0.007617927464632261
Voxel64: 0.011768222823166988
Voxel128: 0.0033696585546453585

night_stand: night_stand_0239
Slice64: 0.008480830306751832
Slice128: 0.01406715731899916
Voxel64: 0.006815214277386126
Voxel128: 0.006855934722108074

night_stand: night_stand_0232
Slice64: 0.02981888124349293
Slice128: 0.011348272195577493
Voxel64: 0.03617093329006671
Voxel128: 0.009163098545236996

night_stand: night_stand_0276
Slice64: 0.007916413847207046
Slice128: 0.0040894449491268555
Voxel64: 0.005992562184963966
Voxel128: 0.00332917987957588

night_stand: night_stand_0242
Slice64: 0.00824786361649066
Slice128: 0.002652916486432716
Voxel64: 0.0023511386250082596
Voxel128: 9.01399741891655e-09

night_stand: night_stand_0225
Slice64: 0.01066646921702926
Slice128: 0.012589836297826546
Voxel64: 0.006072614200400086
Voxel128: 0.007292470047966807

night_stand: night_stand_0206
Slice64: 0.006452782973172046
Slice128: 0.003174330336823544
Voxel64: 0.0072577221317223495
Voxel128: 0.00488347043288928

night_stand: night_stand_0246
Slice64: 0.014855525501893386
Slice128: 0.004152503704473026
Voxel64: 0.0054034563099380805
Voxel128: 0.0013804473067053431

night_stand: night_stand_0283
Slice64: 0.0278008876284768
Slice128: 0.0056490255271961585
Voxel64: 0.006410026827516558
Voxel128: 4.848715494886043e-07

night_stand: night_stand_0220
Slice64: 0.010655483270306037
Slice128: 0.00853781047793896
Voxel64: 0.019211075554330753
Voxel128: 0.01637910134923413

night_stand: night_stand_0234
Slice64: 0.0011140114054824456
Slice128: 0.0005504867645842469
Voxel64: 1.0357134135195307e-08
Voxel128: 1.0357134135195307e-08

night_stand: night_stand_0228
Slice64: 0.005185764317629743
Slice128: 0.005344772025995695
Voxel64: 1.1367163027346678e-08
Voxel128: 0.0035210433334359006

night_stand: night_stand_0247
Slice64: 0.006164661975213011
Slice128: 0.004062929584835241
Voxel64: 0.015904758134977666
Voxel128: 0.0013589159305208705

night_stand: night_stand_0267
Slice64: 0.005475455360611778
Slice128: 0.0028473491416005766
Voxel64: 0.008844106326442865
Voxel128: 0.003009910215070181

night_stand: night_stand_0278
Slice64: 0.006979234369065195
Slice128: 0.0028362929723172634
Voxel64: 0.00557354631775533
Voxel128: 0.0030001874092316057

night_stand: night_stand_0265
Slice64: 0.0056224249328637056
Slice128: 0.0034303481727485153
Voxel64: 0.006079154523063156
Voxel128: 0.002941960926973473

night_stand: night_stand_0253
Slice64: 0.005215285426239703
Slice128: 0.0026687353766367506
Voxel64: 0.003053645671486446
Voxel128: 5.982478440408125e-06

night_stand: night_stand_0286
Slice64: 0.004972212561877507
Slice128: 0.0034259788644968483
Voxel64: 0.007936185902778808
Voxel128: 0.0036420335625710195

night_stand: night_stand_0231
Slice64: 0.005262278399175073
Slice128: 0.0027236623633181273
Voxel64: 0.014611675164796318
Voxel128: 0.000480882783913479

night_stand: night_stand_0218
Slice64: 0.005555793095431942
Slice128: 0.003090966249461929
Voxel64: 0.0036423161836132284
Voxel128: 0.0019306961805834767

night_stand: night_stand_0229
Slice64: 0.010448113364797522
Slice128: 0.012927049834805863
Voxel64: 0.007823536093524645
Voxel128: 0.010408408162644087

night_stand: night_stand_0202
Slice64: 0.007146003430731747
Slice128: 0.0035199523081183934
Voxel64: 0.0011993286417043838
Voxel128: 0.0014592106442843028

night_stand: night_stand_0216
Slice64: 0.010722149585157081
Slice128: 0.010132309284277633
Voxel64: 0.004829357906631785
Voxel128: 0.0057611875295301845

night_stand: night_stand_0219
Slice64: 0.0069910296648804885
Slice128: 0.005957336810934048
Voxel64: 0.007143206985509137
Voxel128: 0.004291142025585966

night_stand: night_stand_0252
Slice64: 0.004811239095343761
Slice128: 0.002511702276745844
Voxel64: 0.008353941199172588
Voxel128: 0.0041863514821506185

night_stand: night_stand_0255
Slice64: 0.231976957230454
Slice128: 0.004774767923764259
Voxel64: 0.04208983694710636
Voxel128: 0.0118697047145385

night_stand: night_stand_0285
Slice64: 0.01107590223710937
Slice128: 0.012879651830327734
Voxel64: 0.0005123382221161161
Voxel128: 0.00494012437992237

night_stand: night_stand_0210
Slice64: 0.006828160727491125
Slice128: 0.005709937753343773
Voxel64: 2.162398062179521e-07
Voxel128: 2.162398062179521e-07

night_stand: night_stand_0235
Slice64: 0.007652920972327936
Slice128: 0.011311056847197652
Voxel64: 0.010594815337441615
Voxel128: 0.008147568506012143

night_stand: night_stand_0217
Slice64: 0.006112681325990865
Slice128: 0.002702082096672533
Voxel64: 1.511058056738882e-05
Voxel128: 1.511058056738882e-05

night_stand: night_stand_0221
Slice64: 0.00416510542269136
Slice128: 0.0026901293214867277
Voxel64: 4.485714287127558e-05
Voxel128: 4.485714287127558e-05

night_stand: night_stand_0209
Slice64: 0.010484186226282926
Slice128: 0.0033274688998400034
Voxel64: 0.04337832005720128
Voxel128: 0.009392155549274184

night_stand: night_stand_0260
Slice64: 0.007143336813332255
Slice128: 0.002790268861035677
Voxel64: 0.02930889464400389
Voxel128: 0.015486959529441322

night_stand: night_stand_0282
Slice64: 0.007775254592456738
Slice128: 0.010483369897646729
Voxel64: 0.004874225480192826
Voxel128: 0.0044440506175527925

night_stand: night_stand_0205
Slice64: 0.008800924252465883
Slice128: 0.004057108850030179
Voxel64: 0.006396002512098661
Voxel128: 0.0026788989011238156

night_stand: night_stand_0275
Slice64: 0.005804105622016026
Slice128: 0.0036961463834945586
Voxel64: 0.0005812011016556473
Voxel128: 1.0923452873748815e-08

night_stand: night_stand_0241
Slice64: 0.002748702683768826
Slice128: 0.0011606604581340773
Voxel64: 1.5771619653538047e-05
Voxel128: 1.5771619653538047e-05

night_stand: night_stand_0268
Slice64: 0.010913922730117145
Slice128: 0.004034735227246465
Voxel64: 0.03250091995105778
Voxel128: 0.007225099628333083

night_stand: night_stand_0279
Slice64: 0.006306658118515008
Slice128: 0.0033484171423619857
Voxel64: 0.007443079040960293
Voxel128: 0.0036502623564230135

night_stand: night_stand_0261
Slice64: 0.006102766705315416
Slice128: 0.003607981992379642
Voxel64: 0.003748067962410958
Voxel128: 0.00010413545143634003

night_stand: night_stand_0274
Slice64: 0.007941084529784299
Slice128: 0.00349201303303487
Voxel64: 8.97966088336225e-09
Voxel128: 8.97966088336225e-09

night_stand: night_stand_0256
Slice64: 0.006190862236355905
Slice128: 0.0031777082924580977
Voxel64: 0.0107984647113642
Voxel128: 0.005078609173075733

night_stand: night_stand_0238
Slice64: 0.004887365220869281
Slice128: 0.0030375357487922305
Voxel64: 0.002896817574223691
Voxel128: 0.0005391649850315552

night_stand: night_stand_0212
Slice64: 0.028609662314107564
Slice128: 0.0028691688813001185
Voxel64: 0.019588959941357207
Voxel128: 7.9437598283264e-06

night_stand: night_stand_0266
Slice64: 0.004449635177157059
Slice128: 0.010535591908152562
Voxel64: 0.0031029669972651597
Voxel128: 0.0017766274534754172

night_stand: night_stand_0214
Slice64: 0.010029613505842395
Slice128: 0.013667759819604542
Voxel64: 0.014838471875287255
Voxel128: 0.018839576555644142

night_stand: night_stand_0280
Slice64: 0.00727138257591053
Slice128: 0.0032848891751851962
Voxel64: 0.015262806791195169
Voxel128: 0.0021079654015840627

night_stand: night_stand_0244
Slice64: 0.006114280524021401
Slice128: 0.0032693361307324846
Voxel64: 0.004231766265776079
Voxel128: 0.0014146423033788657

night_stand: night_stand_0277
Slice64: 0.00672104853643915
Slice128: 0.002790114798671575
Voxel64: 0.011654295248311177
Voxel128: 0.0026396827911559138

night_stand: night_stand_0257
Slice64: 0.004978873758997737
Slice128: 0.0033152476729707177
Voxel64: 0.000825423265136352
Voxel128: 1.81688783007179e-08

night_stand: night_stand_0272
Slice64: 0.005823461499710726
Slice128: 0.0041228630913601
Voxel64: 0.0014563233583369118
Voxel128: 7.649991597915726e-09

night_stand: night_stand_0224
Slice64: 0.012062572000959188
Slice128: 0.039937906111184744
Voxel64: 0.028536110066843017
Voxel128: 0.028536110066843017

night_stand: night_stand_0281
Slice64: 0.007569320357446533
Slice128: 0.005836821267211637
Voxel64: 0.011557778944692091
Voxel128: 0.0057334508852388884

night_stand: night_stand_0250
Slice64: 0.01172038833290527
Slice128: 0.0046766651803498566
Voxel64: 0.01847150235547957
Voxel128: 0.005651403761299311

night_stand: night_stand_0245
Slice64: 0.007290464484833195
Slice128: 0.005128821888152124
Voxel64: 0.003630877958350958
Voxel128: 0.0022881916800811977

night_stand: night_stand_0249
Slice64: 0.005161075388703307
Slice128: 0.00400326685352594
Voxel64: 2.2913010283616482e-06
Voxel128: 2.2913010283616482e-06

night_stand: night_stand_0213
Slice64: 0.006324986128042699
Slice128: 0.003367802916546592
Voxel64: 0.006815570142735986
Voxel128: 0.005203380026145007

night_stand: night_stand_0284
Slice64: 0.006195998846944379
Slice128: 0.0040955054917768295
Voxel64: 0.007914541178767099
Voxel128: 0.0026593787875419904

night_stand: night_stand_0201
Slice64: 0.0061769720795941405
Slice128: 0.0033247036721920776
Voxel64: 0.005482616904831068
Voxel128: 0.003362064275217155

night_stand: night_stand_0251
Slice64: 0.0049253427690881865
Slice128: 0.003997098615058255
Voxel64: 1.150243783563248e-08
Voxel128: 0.0004924156982085372

night_stand: night_stand_0207
Slice64: 0.009014182180276878
Slice128: 0.00787853417210169
Voxel64: 0.0018324277480149106
Voxel128: 0.004815365912491479

night_stand: night_stand_0236
Slice64: 0.011514568126578242
Slice128: 0.0019561334616390183
Voxel64: 0.004571632429450652
Voxel128: 0.003775888230676953

night_stand: night_stand_0271
Slice64: 0.02277063044513241
Slice128: 0.0031172891792775595
Voxel64: 0.03539251156666336
Voxel128: 0.010901607719600704

night_stand: night_stand_0273
Slice64: 0.007716256940086876
Slice128: 0.0032002796984358806
Voxel64: 0.004816446822973145
Voxel128: 0.004894485249275069

night_stand: night_stand_0208
Slice64: 0.007957241735268544
Slice128: 0.004041839265090781
Voxel64: 0.010755767637481152
Voxel128: 0.004252087212415412

night_stand: night_stand_0230
Slice64: 0.00757705938746378
Slice128: 0.0044531677348588605
Voxel64: 0.007714159007238355
Voxel128: 0.004227271469227858

night_stand: night_stand_0264
Slice64: 0.005576067883091302
Slice128: 0.0032538856114282524
Voxel64: 0.014770720243169309
Voxel128: 0.0011881249449570204

night_stand: night_stand_0227
Slice64: 0.0057890632688749645
Slice128: 0.0030853258465197895
Voxel64: 0.02592416209043443
Voxel128: 0.007708431639800923

night_stand: night_stand_0237
Slice64: 0.006037179400942051
Slice128: 0.007151404266812695
Voxel64: 0.008447849350257924
Voxel128: 0.006221340845175978

night_stand: night_stand_0269
Slice64: 0.008258269393642506
Slice128: 0.003400458426517142
Voxel64: 0.011001514391667251
Voxel128: 0.0037431451064507157

night_stand: night_stand_0258
Slice64: 0.0062189010544103605
Slice128: 0.005269442545855608
Voxel64: 0.0030742057943936507
Voxel128: 9.85997705828792e-09

night_stand: night_stand_0243
Slice64: 0.0029038288335078073
Slice128: 0.0021055456333547947
Voxel64: 0.0009249367011634782
Voxel128: 1.0284995445189103e-08

night_stand: night_stand_0203
Slice64: 0.007788444767642513
Slice128: 0.0035227796930043203
Voxel64: 0.006788636114416504
Voxel128: 0.002839511532596936

night_stand: night_stand_0262
Slice64: 0.007054996619615632
Slice128: 0.003519121486958008
Voxel64: 0.006281622862127278
Voxel128: 0.0032990021963071763

night_stand: night_stand_0233
Slice64: 0.0054613075064175185
Slice128: 0.0038142850848801005
Voxel64: 0.0021445694545779172
Voxel128: 0.0006217341619124463

night_stand: night_stand_0223
Slice64: 0.00813507057817257
Slice128: 0.0034194607289947587
Voxel64: 0.01578220864601429
Voxel128: 0.002306739093215057

night_stand: night_stand_0240
Slice64: 0.007068396691162458
Slice128: 0.004296140707507875
Voxel64: 0.007819489573116687
Voxel128: 0.004620389987756563

night_stand: night_stand_0222
Slice64: 0.0062155155631529275
Slice128: 0.005841933746961793
Voxel64: 0.0015698645936581361
Voxel128: 5.588092975074888e-06

night_stand: night_stand_0215
Slice64: 0.007135933776968122
Slice128: 0.0036573556065684684
Voxel64: 1.2280699486898041e-08
Voxel128: 1.2280699486898041e-08

night_stand: night_stand_0263
Slice64: 0.04979814338771655
Slice128: 0.009727647601448364
Voxel64: 0.05559811969434839
Voxel128: 0.021687185878052167

bookshelf: bookshelf_0153
Slice64: 0.004639344449402694
Slice128: 0.002649355450472828
Voxel64: 0.000907954475155038
Voxel128: 0.000381296071151501

bookshelf: bookshelf_0219
Slice64: 0.005476315210593405
Slice128: 0.007356183545078473
Voxel64: 9.232371494019377e-09
Voxel128: 9.232371494019377e-09

bookshelf: bookshelf_0486
Slice64: 0.009709734039231956
Slice128: 0.0033883683775724014
Voxel64: 7.27788979861654e-09
Voxel128: 7.27788979861654e-09

bookshelf: bookshelf_0088
Slice64: 0.004940548362734141
Slice128: 0.002597980116210933
Voxel64: 7.863449967813241e-09
Voxel128: 7.863449967813241e-09

bookshelf: bookshelf_0295
Slice64: 0.005192648786260646
Slice128: 0.0026884286209767896
Voxel64: 8.209783226498222e-09
Voxel128: 8.209783226498222e-09

bookshelf: bookshelf_0362
Slice64: 0.007072504377904086
Slice128: 0.003935037540728837
Voxel64: 6.802922894051367e-09
Voxel128: 6.802922894051367e-09

bookshelf: bookshelf_0484
Slice64: 0.004711022636799913
Slice128: 0.0027844569384861966
Voxel64: 9.446567573169159e-06
Voxel128: 9.446567573169159e-06

bookshelf: bookshelf_0563
Slice64: 0.004798116887696498
Slice128: 0.0024407343477038696
Voxel64: 8.62608513138691e-09
Voxel128: 8.62608513138691e-09

bookshelf: bookshelf_0330
Slice64: 0.003915024354330383
Slice128: 0.002292568344990254
Voxel64: 8.211663551257899e-06
Voxel128: 8.211663551257899e-06

bookshelf: bookshelf_0093
Slice64: 0.005697488041072253
Slice128: 0.002600275749962059
Voxel64: 0.0034100133158193827
Voxel128: 0.00020792102091710381

bookshelf: bookshelf_0369
Slice64: 0.011870020090036935
Slice128: 0.00306282975561865
Voxel64: 9.93230034602764e-09
Voxel128: 9.93230034602764e-09

bookshelf: bookshelf_0501
Slice64: 0.003038216089101725
Slice128: 0.0023670960162471754
Voxel64: 9.273589639323672e-09
Voxel128: 9.273589639323672e-09

bookshelf: bookshelf_0130
Slice64: 0.005001227878562503
Slice128: 0.002554891629975987
Voxel64: 0.0003236413826865273
Voxel128: 0.00012396372570110543

bookshelf: bookshelf_0225
Slice64: 0.006645341156917788
Slice128: 0.0030643666702153205
Voxel64: 0.005367600839744809
Voxel128: 0.0025947322369326547

bookshelf: bookshelf_0544
Slice64: 0.005176167959561833
Slice128: 0.0020503484374401622
Voxel64: 9.936130225860929e-09
Voxel128: 9.936130225860929e-09

bookshelf: bookshelf_0015
Slice64: 0.005061615137489304
Slice128: 0.003074938156619396
Voxel64: 7.293007676875187e-09
Voxel128: 7.293007676875187e-09

bookshelf: bookshelf_0463
Slice64: 0.004753843367070657
Slice128: 0.003186113113255962
Voxel64: 8.408709798399698e-06
Voxel128: 8.408709798399698e-06

bookshelf: bookshelf_0564
Slice64: 0.018619463050951423
Slice128: 0.0020400373598862633
Voxel64: 0.0001532931411994164
Voxel128: 7.744717806638173e-09

bookshelf: bookshelf_0301
Slice64: 0.004915372252623182
Slice128: 0.002452723390853477
Voxel64: 0.0013837337989854785
Voxel128: 0.000841640956836431

bookshelf: bookshelf_0347
Slice64: 0.005344085244131958
Slice128: 0.0023801752924264732
Voxel64: 0.0005317747439937543
